Batch_ID,Avg_Pour_Temp,Cooling_Rate_Zone3,Gas_Pretreatment_Level,Alloy_Composition,Mould_Sand_Humidity,Casting_Thickness,Defect_Type
CAST_B2221,729.42,1.06,,Al-Cu4,3.38,22.6,No Defect
CAST_B2222,731.85,0.95,3.0,Al-Cu4,3.68,,No Defect
,742.41,1.66,1.0,Al-Si7Mg,3.68,25.9,Shrinkage Porosity
CAST_B2224,734.05,1.56,5.0,Al-Cu4,3.68,25.2,Shrinkage Porosity
CAST_B2225,728.48,1.02,4.0,Al-Si7Mg,4.05,22.4,No Defect
CAST_B2226,729.54,0.97,4.0,Al-Zn10,3.4,23.2,No Defect
CAST_B2227,744.71,2.03,5.0,Al-Si7Mg,3.48,15.8,Hot Tear
CAST_B2228,728.63,0.98,4.0,Al-Si7Mg,3.72,24.6,No Defect
CAST_B2229,730.21,1.0,4.0,Al-Si7Mg,3.84,15.8,No Defect
CAST_B2230,,1.04,4.0,Al-Zn10,3.12,22.7,No Defect
CAST_B2231,737.71,1.97,5.0,Al-Zn10,3.12,26.5,Shrinkage Porosity
CAST_B2232,738.97,1.89,2.0,Al-Cu4,3.12,32.7,Shrinkage Porosity
CAST_B2233,728.93,0.97,3.0,Al-Si7Mg,2.7,10.9,No Defect
CAST_B2234,728.41,1.04,4.0,Al-Cu4,3.7,20.0,No Defect
CAST_B2235,724.99,0.82,1.0,Al-Cu4,7.52,23.1,Gas Porosity
CAST_B2236,729.49,0.95,3.0,Al-Cu4,3.78,20.1,No Defect
CAST_B2237,728.42,0.9,4.0,Al-Si7Mg,3.08,18.5,No Defect
CAST_B2238,740.76,2.43,4.0,Al-Si7Mg,3.08,28.2,Shrinkage Porosity
CAST_B2239,729.01,1.03,4.0,Al-Zn10,3.79,20.3,No Defect
CAST_B2240,730.02,,5.0,Al-Cu4,3.39,11.9,No Defect
CAST_B2241,739.84,2.04,2.0,Al-Zn10,3.39,29.8,Shrinkage Porosity
CAST_B2242,728.93,1.01,5.0,Al-Cu4,3.64,18.8,No Defect
CAST_B2243,730.76,0.91,3.0,Al-Zn10,3.97,16.1,No Defect
CAST_B2244,728.71,0.98,3.0,Al-Zn10,3.02,18.6,No Defect
CAST_B2245,730.51,0.99,4.0,Al-Si7Mg,2.54,24.8,No Defect
CAST_B2246,739.73,2.0,2.0,Al-Cu4,3.53,17.0,Hot Tear
CAST_B2247,730.22,1.0,3.0,Al-Zn10,4.36,17.1,No Defect
CAST_B2248,728.77,0.96,4.0,Al-Si7Mg,2.82,12.0,No Defect
CAST_B2249,740.4,3.13,5.0,Al-Cu4,3.05,15.2,Hot Tear
CAST_B2250,729.86,0.94,5.0,Al-Zn10,3.2,19.5,No Defect
CAST_B2251,730.14,1.05,4.0,Al-Cu4,3.47,9.8,No Defect
CAST_B2252,721.58,0.79,2.0,Al-Zn10,9.82,24.3,Gas Porosity
CAST_B2253,742.71,2.05,4.0,Al-Si7Mg,9.82,31.6,Shrinkage Porosity
CAST_B2254,730.02,1.06,5.0,Al-Si7Mg,3.09,16.0,No Defect
CAST_B2255,731.19,1.03,4.0,Al-Zn10,3.37,23.0,No Defect
CAST_B2256,740.89,1.86,1.0,Al-Cu4,3.37,26.7,Shrinkage Porosity
CAST_B2257,743.81,1.84,2.0,Al-Zn10,3.37,30.8,Shrinkage Porosity
,729.48,0.97,4.0,Al-Cu4,2.79,15.8,No Defect
CAST_B2259,729.46,1.07,5.0,Al-Si7Mg,3.75,24.2,No Defect
CAST_B2260,745.13,1.71,1.0,Al-Si7Mg,3.75,,Shrinkage Porosity
CAST_B2261,730.23,1.0,3.0,Al-Cu4,3.36,16.0,No Defect
CAST_B2262,730.74,1.02,5.0,Al-Cu4,3.62,23.5,No Defect
CAST_B2263,724.35,0.54,2.0,Al-Zn10,4.97,20.3,Gas Porosity
,731.28,0.97,3.0,Al-Si7Mg,2.56,15.1,No Defect
CAST_B2265,729.41,0.95,4.0,Al-Zn10,3.8,22.7,No Defect
CAST_B2266,742.46,2.15,1.0,Al-Si7Mg,3.8,23.8,Shrinkage Porosity
CAST_B2267,745.34,1.65,3.0,Al-Si7Mg,4.03,,Hot Tear
CAST_B2268,736.12,1.76,4.0,Al-Cu4,4.03,29.2,Shrinkage Porosity
CAST_B2269,729.98,1.01,5.0,Al-Zn10,3.83,20.6,No Defect
CAST_B2270,723.89,1.02,1.0,Al-Cu4,6.99,17.6,Gas Porosity
CAST_B2271,729.94,1.11,4.0,Al-Si7Mg,3.05,15.9,No Defect
CAST_B2272,730.03,0.93,3.0,Al-Si7Mg,2.59,19.5,No Defect
CAST_B2273,728.99,1.02,3.0,Al-Zn10,3.08,24.2,No Defect
CAST_B2274,729.18,1.03,5.0,Al-Zn10,3.34,14.9,No Defect
CAST_B2275,729.75,0.96,4.0,Al-Zn10,3.46,22.6,No Defect
CAST_B2276,729.3,1.07,5.0,Al-Cu4,3.05,26.8,No Defect
CAST_B2277,731.1,1.01,3.0,Al-Cu4,3.37,21.3,No Defect
CAST_B2278,730.04,1.01,3.0,Al-Zn10,4.07,28.4,No Defect
CAST_B2279,730.34,1.04,5.0,Al-Si7Mg,3.65,14.2,No Defect
CAST_B2280,729.46,0.94,4.0,Al-Si7Mg,3.2,18.9,No Defect
CAST_B2281,755.65,2.31,3.0,Al-Cu4,3.29,14.6,Hot Tear
,728.5,1.0,5.0,Al-Cu4,2.75,29.0,No Defect
CAST_B2283,737.39,1.62,1.0,Al-Zn10,2.75,27.5,Shrinkage Porosity
CAST_B2284,,1.04,4.0,Al-Si7Mg,3.57,15.2,No Defect
CAST_B2285,729.92,0.89,5.0,Al-Zn10,3.73,29.3,No Defect
CAST_B2286,728.32,1.02,3.0,Al-Zn10,3.11,21.7,No Defect
CAST_B2287,730.58,0.99,3.0,Al-Zn10,2.99,10.4,No Defect
CAST_B2288,729.47,1.04,5.0,Al-Si7Mg,4.3,20.7,No Defect
CAST_B2289,730.95,1.03,5.0,Al-Cu4,3.67,23.6,No Defect
CAST_B2290,729.39,0.98,4.0,Al-Cu4,2.91,19.6,No Defect
CAST_B2291,729.73,0.96,4.0,Al-Cu4,3.76,,No Defect
CAST_B2292,728.66,0.99,3.0,Al-Si7Mg,3.26,16.8,No Defect
CAST_B2293,743.65,1.77,3.0,Al-Si7Mg,3.26,33.4,Shrinkage Porosity
CAST_B2294,,0.96,5.0,Al-Si7Mg,2.93,16.4,No Defect
CAST_B2295,731.51,1.0,3.0,Al-Zn10,4.03,21.6,No Defect
CAST_B2296,732.24,1.04,3.0,Al-Zn10,3.33,18.1,No Defect
CAST_B2297,740.92,1.45,4.0,Al-Si7Mg,3.33,,Shrinkage Porosity
CAST_B2298,,1.0,3.0,Al-Zn10,3.78,16.8,No Defect
CAST_B2299,728.19,1.06,4.0,Al-Si7Mg,4.44,11.2,No Defect
CAST_B2300,739.98,1.96,5.0,Al-Zn10,4.44,31.2,Shrinkage Porosity
CAST_B2301,729.92,1.06,3.0,Al-Si7Mg,2.81,21.9,No Defect
CAST_B2302,,0.53,1.0,Al-Si7Mg,3.71,17.1,Gas Porosity
CAST_B2303,731.35,1.07,3.0,Al-Si7Mg,3.7,8.3,No Defect
CAST_B2304,728.36,0.94,3.0,Al-Cu4,3.54,25.7,No Defect
CAST_B2305,745.57,2.17,1.0,Al-Si7Mg,4.33,12.5,Hot Tear
CAST_B2306,,,1.0,Al-Zn10,7.05,17.6,Gas Porosity
CAST_B2307,725.85,1.29,1.0,Al-Si7Mg,5.99,,Gas Porosity
CAST_B2308,736.25,2.07,2.0,Al-Zn10,5.99,27.8,Shrinkage Porosity
CAST_B2309,730.01,1.06,5.0,Al-Si7Mg,3.39,17.4,No Defect
,728.3,0.94,5.0,Al-Zn10,3.97,25.2,No Defect
CAST_B2311,730.31,1.04,4.0,Al-Cu4,3.37,24.2,No Defect
CAST_B2312,,0.88,2.0,Al-Zn10,8.16,13.7,Gas Porosity
CAST_B2313,757.8,2.31,4.0,Al-Cu4,2.83,13.2,Hot Tear
CAST_B2314,729.99,1.01,4.0,Al-Si7Mg,4.01,19.4,No Defect
CAST_B2315,729.88,1.01,5.0,Al-Zn10,4.8,13.6,No Defect
,730.01,0.97,4.0,Al-Si7Mg,3.83,8.3,No Defect
CAST_B2317,729.27,1.02,3.0,Al-Cu4,3.19,18.2,No Defect
,728.47,1.03,1.0,Al-Si7Mg,8.13,25.8,Gas Porosity
,,0.97,5.0,Al-Si7Mg,3.09,13.8,No Defect
CAST_B2320,728.11,0.91,4.0,Al-Zn10,3.79,11.9,No Defect
CAST_B2321,730.27,0.96,4.0,Al-Cu4,4.05,20.8,No Defect
CAST_B2322,,0.91,3.0,Al-Cu4,2.83,13.2,No Defect
CAST_B2323,729.67,1.0,4.0,Al-Zn10,3.82,19.5,No Defect
CAST_B2324,,0.85,3.0,Al-Si7Mg,3.17,16.9,No Defect
CAST_B2325,740.19,2.12,2.0,Al-Zn10,3.52,,Hot Tear
,730.26,0.98,5.0,Al-Si7Mg,3.85,23.7,No Defect
CAST_B2327,729.84,1.01,5.0,Al-Si7Mg,3.42,,No Defect
CAST_B2328,730.18,0.99,4.0,Al-Cu4,3.85,23.7,No Defect
CAST_B2329,722.44,0.9,1.0,Al-Cu4,5.44,22.1,Gas Porosity
CAST_B2330,727.58,1.02,5.0,Al-Si7Mg,2.72,16.9,No Defect
CAST_B2331,,,5.0,Al-Zn10,3.2,17.7,No Defect
CAST_B2332,739.1,2.26,3.0,Al-Zn10,3.2,21.8,Shrinkage Porosity
CAST_B2333,730.41,1.03,4.0,Al-Zn10,4.19,16.9,No Defect
CAST_B2334,730.77,1.11,,Al-Zn10,3.28,,No Defect
CAST_B2335,730.16,1.01,5.0,Al-Si7Mg,3.65,20.3,No Defect
CAST_B2336,727.24,0.98,3.0,Al-Cu4,3.32,17.3,No Defect
CAST_B2337,739.48,1.49,1.0,Al-Zn10,3.32,23.9,Shrinkage Porosity
CAST_B2338,730.46,1.01,3.0,Al-Cu4,2.78,18.6,No Defect
CAST_B2339,,0.94,5.0,Al-Cu4,3.5,20.6,No Defect
CAST_B2340,730.72,0.98,4.0,Al-Zn10,3.42,,No Defect
CAST_B2341,736.44,1.66,5.0,Al-Si7Mg,3.42,28.8,Shrinkage Porosity
CAST_B2342,729.28,1.04,3.0,Al-Cu4,3.48,17.4,No Defect
CAST_B2343,730.71,1.09,4.0,Al-Cu4,3.77,,No Defect
CAST_B2344,730.07,1.03,4.0,Al-Cu4,3.0,19.3,No Defect
CAST_B2345,729.66,0.98,3.0,Al-Cu4,4.12,25.8,No Defect
CAST_B2346,731.32,1.01,4.0,Al-Si7Mg,2.75,9.1,No Defect
CAST_B2347,728.06,1.01,3.0,Al-Zn10,4.07,17.9,No Defect
,729.83,1.07,3.0,Al-Zn10,3.57,19.8,No Defect
CAST_B2349,730.61,0.99,3.0,Al-Si7Mg,2.76,23.5,No Defect
CAST_B2350,729.76,0.93,5.0,Al-Si7Mg,3.07,17.4,No Defect
CAST_B2351,740.83,2.33,5.0,Al-Zn10,3.07,23.7,Shrinkage Porosity
CAST_B2352,730.21,1.06,3.0,Al-Si7Mg,3.27,,No Defect
,728.17,1.02,5.0,Al-Si7Mg,4.01,19.4,No Defect
CAST_B2354,739.11,1.91,2.0,Al-Si7Mg,4.01,30.3,Shrinkage Porosity
CAST_B2355,730.16,1.08,3.0,Al-Cu4,1.75,18.0,No Defect
,732.82,1.02,5.0,Al-Zn10,4.05,15.3,No Defect
CAST_B2357,741.03,,5.0,Al-Zn10,4.05,28.3,Shrinkage Porosity
CAST_B2358,,1.01,3.0,Al-Zn10,2.19,23.6,No Defect
CAST_B2359,729.3,1.1,3.0,Al-Zn10,4.04,19.3,No Defect
CAST_B2360,728.81,0.96,3.0,Al-Zn10,3.58,19.1,No Defect
CAST_B2361,731.53,1.08,3.0,Al-Cu4,3.11,12.4,No Defect
CAST_B2362,729.6,1.07,4.0,Al-Si7Mg,3.36,16.9,No Defect
CAST_B2363,731.68,,5.0,Al-Cu4,4.14,25.7,No Defect
CAST_B2364,731.37,0.94,4.0,Al-Si7Mg,4.19,22.9,No Defect
CAST_B2365,744.09,3.18,2.0,Al-Cu4,2.62,15.0,Hot Tear
CAST_B2366,731.62,0.99,5.0,Al-Si7Mg,2.85,23.7,No Defect
CAST_B2367,729.83,1.07,4.0,Al-Cu4,3.15,15.7,No Defect
CAST_B2368,731.26,0.96,3.0,Al-Si7Mg,3.21,20.6,No Defect
CAST_B2369,729.44,0.96,4.0,Al-Zn10,3.46,18.2,No Defect
CAST_B2370,723.34,0.6,2.0,Al-Zn10,8.27,13.1,Gas Porosity
CAST_B2371,730.14,0.98,5.0,Al-Cu4,4.18,,No Defect
CAST_B2372,741.73,2.06,3.0,Al-Zn10,4.18,25.3,Shrinkage Porosity
CAST_B2373,729.43,1.0,4.0,Al-Zn10,3.47,28.0,No Defect
CAST_B2374,729.61,1.09,4.0,Al-Zn10,3.26,11.3,No Defect
CAST_B2375,745.34,1.96,5.0,Al-Si7Mg,4.17,12.4,Hot Tear
CAST_B2376,729.34,0.97,5.0,Al-Si7Mg,2.71,22.4,No Defect
CAST_B2377,728.42,0.99,3.0,Al-Si7Mg,3.79,11.8,No Defect
CAST_B2378,729.72,1.02,4.0,Al-Zn10,2.97,9.1,No Defect
CAST_B2379,730.84,1.05,3.0,Al-Zn10,3.02,12.6,No Defect
CAST_B2380,732.0,1.09,3.0,Al-Zn10,3.04,12.3,No Defect
CAST_B2381,729.55,0.99,4.0,Al-Cu4,3.7,,No Defect
CAST_B2382,732.12,0.98,5.0,Al-Si7Mg,3.57,12.0,No Defect
,746.43,2.38,2.0,Al-Cu4,4.18,14.3,Hot Tear
CAST_B2384,737.68,1.54,3.0,Al-Si7Mg,4.18,26.1,Shrinkage Porosity
CAST_B2385,729.01,0.97,3.0,Al-Si7Mg,3.52,24.1,No Defect
CAST_B2386,728.56,0.92,3.0,Al-Zn10,3.14,16.2,No Defect
CAST_B2387,729.83,1.01,3.0,Al-Cu4,4.11,18.1,No Defect
,752.86,2.81,2.0,Al-Si7Mg,3.3,,Hot Tear
CAST_B2389,728.94,1.26,1.0,Al-Cu4,6.49,11.0,Gas Porosity
CAST_B2390,728.86,0.71,1.0,Al-Si7Mg,5.97,18.9,Gas Porosity
CAST_B2391,730.03,0.96,3.0,Al-Si7Mg,3.54,12.3,No Defect
CAST_B2392,731.71,0.99,3.0,Al-Cu4,3.13,18.1,No Defect
CAST_B2393,,0.95,3.0,Al-Si7Mg,3.59,19.4,No Defect
CAST_B2394,729.55,0.85,4.0,Al-Zn10,4.48,,No Defect
CAST_B2395,730.26,1.04,5.0,Al-Si7Mg,3.16,23.2,No Defect
CAST_B2396,729.12,1.01,5.0,Al-Si7Mg,3.46,,No Defect
,730.84,1.03,5.0,Al-Zn10,3.65,29.3,No Defect
CAST_B2398,730.16,1.03,3.0,Al-Si7Mg,2.31,22.7,No Defect
CAST_B2399,742.61,1.31,1.0,Al-Zn10,2.31,23.4,Shrinkage Porosity
CAST_B2400,729.91,0.96,4.0,Al-Si7Mg,4.31,12.2,No Defect
CAST_B2401,730.39,1.06,3.0,Al-Si7Mg,2.63,16.8,No Defect
CAST_B2402,,0.98,4.0,Al-Zn10,3.44,20.4,No Defect
CAST_B2403,729.22,1.05,3.0,Al-Cu4,3.65,18.4,No Defect
CAST_B2404,730.6,1.02,4.0,Al-Zn10,4.04,14.4,No Defect
CAST_B2405,,3.87,3.0,Al-Cu4,2.22,17.8,Hot Tear
CAST_B2406,741.55,2.06,4.0,Al-Si7Mg,2.22,27.3,Shrinkage Porosity
CAST_B2407,730.78,1.0,4.0,Al-Cu4,3.74,10.6,No Defect
CAST_B2408,729.22,1.01,5.0,Al-Si7Mg,3.83,14.6,No Defect
CAST_B2409,729.82,0.98,5.0,Al-Si7Mg,3.29,,No Defect
CAST_B2410,720.21,0.67,1.0,Al-Si7Mg,6.61,7.5,Gas Porosity
CAST_B2411,,1.42,5.0,Al-Si7Mg,6.61,28.9,Shrinkage Porosity
CAST_B2412,730.28,1.04,5.0,Al-Cu4,4.02,26.8,No Defect
CAST_B2413,731.81,1.04,3.0,Al-Zn10,3.37,21.4,No Defect
,740.81,1.54,5.0,Al-Zn10,3.37,29.5,Shrinkage Porosity
,,1.06,3.0,Al-Cu4,3.76,10.0,No Defect
CAST_B2416,729.9,1.06,3.0,Al-Zn10,3.43,16.1,No Defect
CAST_B2417,744.05,1.72,4.0,Al-Si7Mg,3.43,28.2,Shrinkage Porosity
CAST_B2418,729.8,1.03,3.0,Al-Si7Mg,3.39,10.2,No Defect
CAST_B2419,731.64,1.06,5.0,Al-Cu4,3.59,21.9,No Defect
CAST_B2420,740.04,2.72,2.0,Al-Si7Mg,3.87,11.1,Hot Tear
CAST_B2421,728.92,1.1,3.0,Al-Si7Mg,3.14,15.5,No Defect
CAST_B2422,740.43,1.88,1.0,Al-Zn10,3.14,31.6,Shrinkage Porosity
CAST_B2423,,1.0,3.0,Al-Cu4,3.96,25.9,No Defect
CAST_B2424,730.58,0.95,4.0,Al-Cu4,3.35,17.8,No Defect
CAST_B2425,730.52,1.03,4.0,Al-Zn10,4.26,28.0,No Defect
CAST_B2426,730.54,1.01,5.0,Al-Si7Mg,3.56,18.0,No Defect
CAST_B2427,730.07,0.91,5.0,Al-Zn10,4.16,12.7,No Defect
CAST_B2428,745.08,1.81,5.0,Al-Zn10,4.16,25.1,Shrinkage Porosity
CAST_B2429,729.39,1.07,5.0,Al-Zn10,3.42,18.5,No Defect
CAST_B2430,730.57,0.94,4.0,Al-Si7Mg,3.08,29.1,No Defect
CAST_B2431,742.81,2.5,3.0,Al-Zn10,2.01,15.6,Hot Tear
CAST_B2432,740.94,2.07,3.0,Al-Si7Mg,3.76,,Hot Tear
CAST_B2433,,1.03,5.0,Al-Cu4,2.38,20.4,No Defect
CAST_B2434,739.75,1.75,,Al-Zn10,2.38,29.6,Shrinkage Porosity
CAST_B2435,,0.93,3.0,Al-Zn10,2.86,29.0,No Defect
,738.02,1.36,1.0,Al-Cu4,2.86,29.8,Shrinkage Porosity
CAST_B2437,729.37,1.11,3.0,Al-Cu4,3.93,19.7,No Defect
CAST_B2438,,0.99,4.0,Al-Cu4,4.04,8.2,No Defect
CAST_B2439,730.31,0.95,4.0,Al-Cu4,3.63,15.6,No Defect
CAST_B2440,728.45,1.02,5.0,Al-Cu4,4.4,,No Defect
CAST_B2441,747.22,2.01,5.0,Al-Si7Mg,4.4,27.2,Shrinkage Porosity
CAST_B2442,729.26,0.95,3.0,Al-Si7Mg,3.55,18.7,No Defect
CAST_B2443,730.57,0.98,5.0,Al-Zn10,3.58,,No Defect
CAST_B2444,729.69,1.03,5.0,Al-Cu4,2.44,13.5,No Defect
CAST_B2445,728.79,0.98,4.0,Al-Cu4,3.13,16.2,No Defect
CAST_B2446,735.83,1.42,5.0,Al-Si7Mg,3.13,24.9,Shrinkage Porosity
,729.67,1.01,5.0,Al-Zn10,3.91,27.5,No Defect
CAST_B2448,741.75,3.17,4.0,Al-Cu4,3.15,14.9,Hot Tear
,730.93,1.03,3.0,Al-Si7Mg,3.34,21.6,No Defect
CAST_B2450,729.72,1.02,4.0,Al-Cu4,3.29,24.2,No Defect
CAST_B2451,730.35,0.93,5.0,Al-Si7Mg,3.35,22.5,No Defect
CAST_B2452,739.43,1.86,2.0,Al-Zn10,3.35,27.4,Shrinkage Porosity
CAST_B2453,729.75,1.01,4.0,Al-Zn10,2.91,18.9,No Defect
CAST_B2454,728.23,0.92,5.0,Al-Si7Mg,3.43,15.8,No Defect
CAST_B2455,729.69,1.0,4.0,Al-Cu4,3.24,25.0,No Defect
CAST_B2456,729.59,0.93,3.0,Al-Si7Mg,4.19,16.1,No Defect
CAST_B2457,729.17,0.91,5.0,Al-Cu4,4.06,13.3,No Defect
,,1.82,3.0,Al-Zn10,4.06,23.3,Shrinkage Porosity
CAST_B2459,729.07,0.98,4.0,Al-Cu4,3.91,16.9,No Defect
CAST_B2460,743.74,2.33,3.0,Al-Cu4,3.91,32.2,Shrinkage Porosity
CAST_B2461,730.99,1.01,5.0,Al-Si7Mg,2.81,24.7,No Defect
CAST_B2462,729.95,0.95,3.0,Al-Si7Mg,3.79,18.3,No Defect
CAST_B2463,728.42,0.97,5.0,Al-Si7Mg,3.19,21.9,No Defect
CAST_B2464,730.29,1.01,3.0,Al-Cu4,3.09,14.5,No Defect
,739.7,1.85,3.0,Al-Cu4,3.09,,Shrinkage Porosity
CAST_B2466,730.06,0.93,5.0,Al-Zn10,3.93,27.1,No Defect
CAST_B2467,729.65,0.95,5.0,Al-Cu4,3.54,18.5,No Defect
CAST_B2468,729.57,1.06,4.0,Al-Si7Mg,3.6,11.8,No Defect
CAST_B2469,730.2,1.0,4.0,Al-Zn10,4.07,18.7,No Defect
CAST_B2470,730.34,0.95,3.0,Al-Si7Mg,2.63,21.8,No Defect
CAST_B2471,739.38,1.4,3.0,Al-Zn10,2.63,28.2,Shrinkage Porosity
CAST_B2472,730.42,1.03,3.0,Al-Zn10,3.19,20.5,No Defect
CAST_B2473,729.97,0.99,4.0,Al-Zn10,2.88,13.9,No Defect
CAST_B2474,728.19,1.03,3.0,Al-Si7Mg,2.98,16.5,No Defect
CAST_B2475,738.76,1.94,3.0,Al-Zn10,2.98,28.2,Shrinkage Porosity
,731.55,0.99,5.0,Al-Zn10,3.57,11.3,No Defect
CAST_B2477,721.67,0.93,1.0,Al-Si7Mg,7.36,,Gas Porosity
,730.53,1.1,4.0,Al-Si7Mg,2.94,22.7,No Defect
CAST_B2479,729.88,0.95,3.0,Al-Si7Mg,4.05,13.3,No Defect
,730.73,0.96,3.0,Al-Si7Mg,3.72,19.7,No Defect
,,0.95,3.0,Al-Si7Mg,2.88,20.2,No Defect
CAST_B2482,731.32,0.96,4.0,Al-Cu4,3.67,18.9,No Defect
CAST_B2483,741.37,1.47,3.0,Al-Zn10,3.67,29.9,Shrinkage Porosity
CAST_B2484,729.51,1.03,3.0,Al-Cu4,4.07,14.4,No Defect
CAST_B2485,730.09,1.06,1.0,Al-Cu4,9.16,23.3,Gas Porosity
CAST_B2486,729.34,1.05,3.0,Al-Cu4,3.05,10.2,No Defect
CAST_B2487,731.1,0.98,3.0,Al-Zn10,4.1,17.8,No Defect
,,1.98,,Al-Zn10,4.1,,Shrinkage Porosity
CAST_B2489,725.54,0.79,2.0,Al-Cu4,6.36,15.1,Gas Porosity
CAST_B2490,,1.97,1.0,Al-Zn10,6.36,34.2,Shrinkage Porosity
CAST_B2491,745.07,2.22,1.0,Al-Si7Mg,6.36,23.2,Shrinkage Porosity
CAST_B2492,,0.99,5.0,Al-Zn10,2.07,16.1,No Defect
CAST_B2493,737.98,1.66,1.0,Al-Zn10,2.07,27.7,Shrinkage Porosity
CAST_B2494,730.01,1.01,3.0,Al-Cu4,3.96,25.5,No Defect
CAST_B2495,743.71,2.29,5.0,Al-Si7Mg,3.96,26.3,Shrinkage Porosity
CAST_B2496,737.32,0.93,2.0,Al-Cu4,3.47,,Gas Porosity
CAST_B2497,730.16,0.98,4.0,Al-Zn10,3.96,18.5,No Defect
CAST_B2498,730.78,1.07,5.0,Al-Cu4,3.56,,No Defect
CAST_B2499,,1.01,5.0,Al-Zn10,4.05,22.3,No Defect
,740.04,1.59,3.0,Al-Si7Mg,4.05,29.5,Shrinkage Porosity
,,1.01,3.0,Al-Zn10,3.99,13.0,No Defect
,731.68,1.02,3.0,Al-Si7Mg,3.76,24.5,No Defect
CAST_B2503,729.83,0.98,5.0,Al-Zn10,3.91,16.1,No Defect
CAST_B2504,730.3,1.0,4.0,Al-Cu4,3.97,21.9,No Defect
CAST_B2505,737.92,2.23,2.0,Al-Cu4,3.97,26.9,Shrinkage Porosity
CAST_B2506,745.53,1.74,4.0,Al-Zn10,3.97,28.5,Shrinkage Porosity
CAST_B2507,745.79,1.91,4.0,Al-Cu4,3.97,19.4,Shrinkage Porosity
CAST_B2508,740.92,2.82,5.0,Al-Cu4,4.14,16.1,Hot Tear
CAST_B2509,737.2,1.7,3.0,Al-Cu4,4.14,31.7,Shrinkage Porosity
CAST_B2510,731.01,1.04,4.0,Al-Cu4,2.8,10.7,No Defect
,719.55,1.05,2.0,Al-Zn10,6.08,23.6,Gas Porosity
CAST_B2512,744.0,2.39,4.0,Al-Zn10,4.89,16.5,Hot Tear
CAST_B2513,730.03,0.98,4.0,Al-Zn10,3.84,21.5,No Defect
CAST_B2514,739.19,1.68,3.0,Al-Zn10,3.84,25.5,Shrinkage Porosity
CAST_B2515,730.6,0.98,5.0,Al-Cu4,2.32,25.2,No Defect
CAST_B2516,730.48,0.99,3.0,Al-Zn10,4.27,,No Defect
CAST_B2517,729.58,0.95,5.0,Al-Zn10,4.17,26.4,No Defect
CAST_B2518,736.95,1.25,1.0,Al-Si7Mg,8.0,19.8,Gas Porosity
CAST_B2519,730.2,1.03,4.0,Al-Si7Mg,2.34,17.8,No Defect
CAST_B2520,728.68,1.1,5.0,Al-Zn10,3.59,10.1,No Defect
CAST_B2521,742.59,1.41,5.0,Al-Si7Mg,3.59,31.6,Shrinkage Porosity
CAST_B2522,739.7,2.56,5.0,Al-Cu4,2.32,,Hot Tear
CAST_B2523,728.49,1.04,3.0,Al-Si7Mg,3.68,,No Defect
,731.34,0.91,4.0,Al-Si7Mg,2.99,24.7,No Defect
CAST_B2525,739.7,1.48,5.0,Al-Zn10,2.99,27.3,Shrinkage Porosity
CAST_B2526,729.27,0.97,,Al-Si7Mg,2.61,,No Defect
CAST_B2527,731.09,1.05,3.0,Al-Si7Mg,3.34,16.8,No Defect
,739.64,2.2,5.0,Al-Si7Mg,3.34,27.2,Shrinkage Porosity
CAST_B2529,730.8,1.03,4.0,Al-Si7Mg,3.1,15.1,No Defect
CAST_B2530,729.64,1.0,5.0,Al-Cu4,4.24,20.9,No Defect
CAST_B2531,728.88,0.93,3.0,Al-Zn10,2.8,26.3,No Defect
CAST_B2532,728.98,0.96,5.0,Al-Si7Mg,3.36,26.8,No Defect
CAST_B2533,722.95,,1.0,Al-Zn10,6.92,,Gas Porosity
CAST_B2534,741.22,1.9,5.0,Al-Cu4,6.92,24.0,Shrinkage Porosity
CAST_B2535,724.74,,1.0,Al-Zn10,5.04,22.8,Gas Porosity
CAST_B2536,,0.96,4.0,Al-Zn10,2.97,17.4,No Defect
CAST_B2537,733.75,1.34,2.0,Al-Zn10,4.08,15.1,Hot Tear
CAST_B2538,729.9,1.07,5.0,Al-Zn10,2.56,8.3,No Defect
CAST_B2539,,1.04,5.0,Al-Si7Mg,3.72,25.6,No Defect
CAST_B2540,729.68,0.97,3.0,Al-Cu4,4.19,19.2,No Defect
CAST_B2541,731.25,1.0,4.0,Al-Zn10,3.9,21.5,No Defect
CAST_B2542,735.11,0.97,1.0,Al-Cu4,7.14,19.7,Gas Porosity
CAST_B2543,731.77,0.96,5.0,Al-Zn10,4.34,18.3,No Defect
CAST_B2544,728.97,0.98,4.0,Al-Si7Mg,4.17,22.0,No Defect
CAST_B2545,730.6,1.0,4.0,Al-Si7Mg,3.7,17.2,No Defect
CAST_B2546,729.83,1.03,5.0,Al-Zn10,3.08,,No Defect
CAST_B2547,729.88,1.01,4.0,Al-Si7Mg,3.97,18.7,No Defect
CAST_B2548,729.72,1.07,3.0,Al-Cu4,4.08,27.7,No Defect
CAST_B2549,,1.0,4.0,Al-Si7Mg,3.44,16.5,No Defect
CAST_B2550,732.12,0.93,5.0,Al-Si7Mg,4.32,18.2,No Defect
CAST_B2551,732.16,1.75,4.0,Al-Zn10,4.32,28.8,Shrinkage Porosity
CAST_B2552,728.56,1.03,4.0,Al-Cu4,3.01,11.7,No Defect
CAST_B2553,730.64,1.01,3.0,Al-Zn10,3.75,15.9,No Defect
